# compound id (and file prefix), SMILES, iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem), experimental value (kcal/mol), experimental uncertainty (kcal/mol), Mobley group calculated value (GAFF) (kcal/mol), calculated uncertainty (kcal/mol), experimental reference (original or paper this value was taken from), calculated reference, text notes.,dG (TF),std (TF),dG (TF) lrc,lrc,lrc std,lrc diff,nr intst,nr waters,box length,diff,diff GAFF,functional group
mobley_7859387, CCCCCCC=O, heptanal,-2.67,0.6,-2.7,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.1,0.09,-1.49,-0.39,0.02,1.18,14,845,30,1.57,0.03,aldehyde
mobley_7860938, CCCCNCCCC, N-butylbutan-1-amine,-3.24,0.6,-2.08,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.41,0.13,-0.91,-0.5,0.02,2.33,15,843,30,2.83,1.16,secondary amine
mobley_7869158, CC[C@H](C)O[N+](=O)[O-], [(2S)-butan-2-yl] nitrate,-1.82,0.1,-1.86,0.03, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from 2-butyl nitrate to [(2S)-butan-2-yl] nitrate for better handling/standardization.  ",-0.48,0.32,-0.85,-0.37,0.01,0.97,14,666,28,1.34,0.04,nitrate
mobley_7893124, CC(C)(C)c1ccccc1, tert-butylbenzene,-0.44,0.6,-0.8,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.67,0.08,0.13,-0.54,0,0.57,16,664,28,1.11,0.36,aromatic
mobley_7912193, CCCCOC(=O)c1ccc(cc1)O, butyl paraben,-8.72,0.27,-8.77,0.04, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.39,0.16,-7.07,-0.68,0.01,1.65,20,1003,32,2.33,0.05,phenol or hydroxyhetarene
mobley_7913234, CCCCOC[C@H](C)O, 1-butoxy-2-propanol,-5.73,0.15,-3.89,0.04, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104, Renamed mobley_7913234 from 1-butoxy-2-propanol to (2S)-1-butoxypropan-2-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,-4.07,0.08,-4.54,-0.47,0.02,1.19,15,843,30,1.66,1.84,secondary alcohol
mobley_7943327, CCC(=O)OCC, ethyl propanoate,-2.68,0.6,-3.22,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.8,0.08,-2.12,-0.32,0,0.56,13,667,28,0.88,0.54,carboxylic acid ester
mobley_7977115, CCC[C@H](CC)O, hexan-3-ol,-4.06,0.6,-2.58,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104, Renamed mobley_7977115 from hexan-3-ol to (3S)-hexan-3-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,-2.78,0.04,-3.16,-0.38,0.01,0.9,13,667,28,1.28,1.48,secondary alcohol
mobley_7983227, CC[C@@H](C)CO, 2-methylbutan-1-ol,-4.42,0.6,-3,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104, Renamed mobley_7983227 from 2-methylbutan-1-ol to (2R)-2-methylbutan-1-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,-3.52,0.05,-3.84,-0.32,0.02,0.58,12,667,28,0.9,1.42,primary alcohol
mobley_7988076, c1cc(ccc1C=O)O, 4-hydroxybenzaldehyde,-8.83,0.6,-10.05,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-7.7,0.11,-8.13,-0.43,0.01,0.7,15,667,28,1.13,1.22,aldehyde
mobley_8006582, C1CCCC1, cyclopentane,1.2,0.6,1.65,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.6,0.07,1.32,-0.28,0.01,0.12,11,669,28,0.4,0.45,alkane
mobley_8011706, CN(C)C=O," N,N-dimethylformamide",-7.81,0.6,-6.93,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.92,0.07,-7.21,-0.29,0,0.6,11,669,28,0.89,0.88,tertiary carboxylic acid amide
mobley_8048190, CC(=O)N, acetamide,-9.71,0.6,-8.82,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-7.64,0.07,-7.86,-0.22,0.02,1.85,10,670,28,2.07,0.89,primary carboxylic acid amide
mobley_8052240, c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N," 1-amino-9,10-anthracenedione",-9.44,0.74,-12.21,0.04, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-10.61,0.07,-11.45,-0.84,0,2.01,23,840,30,1.17,2.77,ketone
mobley_8057732, c1cc(cc(c1)Cl)O, 3-chlorophenol,-6.62,0.6,-5.02,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.81,0.04,-5.22,-0.41,0.01,1.4,14,666,28,1.81,1.6,phenol or hydroxyhetarene
mobley_8118832, C=CCO, prop-2-en-1-ol,-5.03,0.6,-3.29,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.98,0.09,-5.2,-0.22,0.01,0.17,10,669,28,0.05,1.74,primary alcohol
mobley_8124669, CCc1cccc(c1N(COC)C(=O)CCl)CC, alachlor,-8.21,0.29,-6.85,0.05, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-7.86,0.23,-8.91,-1.05,0.02,0.7,24,740,29,0.35,1.36,hemiaminal
mobley_8127829, CCc1ccccc1, ethylbenzene,-0.79,0.6,-0.61,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.15,0.07,-0.28,-0.43,0,0.51,14,666,28,0.94,0.18,aromatic
mobley_819018, CC(=CCC/C(=C/CO)/C)C," (2E)-3,7-dimethylocta-2,6-dien-1-ol",-4.45,0.24,-2.52,0.04, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  IUPAC name standardized in v0.2 to match PubChem.  ",-4.04,0.13,-4.68,-0.64,0,0.23,17,750,29,0.41,1.93,primary alcohol
mobley_8191186, C(C(F)(F)F)Cl," 2-chloro-1,1,1-trifluoro-ethane",0.06,0.6,0.23,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.07,0.04,-1.32,-0.25,0,1.38,12,668,28,1.13,0.17,alkyl chloride
mobley_8207196, CCNc1nc(nc(n1)Cl)NCC, simazine,-10.22,0.1,-10.91,0.04, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.31,0.07,-0.9,-0.59,0.01,9.32,19,837,30,9.91,0.69,secondary amine
mobley_820789, CCCC(=O)O, butyric acid,-6.35,0.6,-9.43,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.61,0.17,-4.89,-0.28,0.01,1.46,12,668,28,1.74,3.08,carboxylic acid
mobley_8208692, c1c(c(c(c(c1Cl)Cl)Cl)Cl)c2c(cc(c(c2Cl)Cl)Cl)Cl," 1,2,3,4-tetrachloro-5-(2,3,4,6-tetrachlorophenyl)benzene",-4.61,0.25,-0.04,0.05, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.12,0.13,-3.19,-1.07,0.03,1.42,26,1210,34,2.49,4.57,aryl chloride
mobley_8221999, CCCC#N, butanenitrile,-3.64,0.6,-2.29,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.33,0.05,-2.6,-0.27,0.01,1.04,11,668,28,1.31,1.35,carbonitrile
mobley_8260524, CC#C, prop-1-yne,-0.48,0.6,0.07,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.31,0.04,-0.48,-0.17,0.01,0,9,672,28,0.17,0.55,alkyne
mobley_8311303, c1cc(c(cc1c2c(c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl," 1,2,4,5-tetrachloro-3-(3,4-dichlorophenyl)benzene",-4.38,0.22,-0.7,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.53,0.04,-3.52,-0.99,0.03,0.86,24,990,32,1.85,3.68,aryl chloride
mobley_8320545, CC[N+](=O)[O-], 1-nitroethane,-3.71,0.6,-1.84,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.84,0.02,-6.1,-0.26,0.01,2.39,11,668,28,2.13,1.87,nitro
mobley_8337722, C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C," (1R,2S,5R)-2-isopropyl-5-methylcyclohexanol",-3.2,0.28,-3.35,0.04, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.43,0.34,-3.04,-0.61,0.01,0.16,17,747,29,0.77,0.15,secondary alcohol
mobley_8337977, CC(C)CC(=O)C, 4-methylpentan-2-one,-3.05,0.6,-3.12,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.97,0.04,-3.33,-0.36,0.01,0.28,13,667,28,0.08,0.07,ketone
mobley_8426916, CCNCC, N-ethylethanamine,-4.07,0.6,-2.99,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.29,0.1,0.03,-0.26,0.01,4.1,11,668,28,4.36,1.08,secondary amine
mobley_8427539, CCC(=O)N, propionamide,-9.4,0.2,-8.31,0.02, 10.1039/P29900000291, 10.1021/acs.jced.7b00104, Experimental uncertainty as suggested by 10.1039/P29900000291 -- 0.2 kcal/mol.  ,-7.53,0.07,-7.81,-0.28,0.01,1.59,11,669,28,1.87,1.09,primary carboxylic acid amide
mobley_8436428, CC(C)CC(C)C," 2,4-dimethylpentane",2.83,0.6,2.76,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",3.47,0.1,3.09,-0.38,0.01,0.26,13,668,28,0.64,0.07,alkane
mobley_8449031, CCN(CC)CC," N,N-diethylethanamine",-3.22,0.6,-1.96,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.51,0.37,-1.91,-0.4,0.02,1.31,13,667,28,1.71,1.26,tertiary amine
mobley_8467917, CCCC/C=C/C, hept-2-ene,1.68,0.6,2.78,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104, Renamed mobley_8467917 from hept-2-ene to (E)-hept-2-ene (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,2.48,0.04,2.07,-0.41,0,0.39,13,666,28,0.8,1.1,alkene
mobley_8492526, CCCCC=O, pentanal,-3.03,0.6,-2.93,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.51,0.07,-1.78,-0.27,0,1.25,12,669,28,1.52,0.1,aldehyde
mobley_8514745, CCCCCOC(=O)C, pentyl acetate,-2.51,0.6,-2.56,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.22,0.14,-2.67,-0.45,0.01,0.16,15,843,30,0.29,0.05,carboxylic acid ester
mobley_8522124, CCCCCCC#C, oct-1-yne,0.71,0.6,0.83,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.34,0.08,-0.09,-0.43,0.03,0.8,14,666,28,0.37,0.12,alkyne
mobley_8525830, CCCCCI, 1-iodopentane,-0.14,0.6,-0.11,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.11,0.07,-0.6,-0.49,0.01,0.46,12,665,28,0.03,0.03,alkyl iodide
mobley_852937, c1cc(ccc1O)F, 4-fluorophenol,-6.19,0.6,-4.96,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.69,0.01,-6.06,-0.37,0.02,0.13,14,667,28,0.5,1.23,phenol or hydroxyhetarene
mobley_8558116, CN1CCOCC1, 4-methylmorpholine,-6.32,0.6,-5.77,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.39,0.3,-5.74,-0.35,0.01,0.58,13,667,28,0.93,0.55,dialkyl ether
mobley_8573194, CCCC=O, butanal,-3.18,0.6,-3.04,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.64,0.05,-1.87,-0.23,0.01,1.31,11,669,28,1.54,0.14,aldehyde
mobley_8578590, CS(=O)C, methylsulfinylmethane,-9.28,0.57,-8.24,0.02, 10.1080/09593338709384509 and 10.1038/313384a0, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Updated 10/22/13 using the mean of experimental data from two sources from J. Peter Guthrie --  Watts & Brimblecombe (1987) and Taft & Abraham et al. (1985). Uncertainty taken as the standard deviation across the two datapoints..  ",-10.51,0.13,-10.78,-0.27,0.01,1.5,10,670,28,1.23,1.04,sulfoxide
mobley_859464, CC(C)COC(=O)C, isobutyl acetate,-2.36,0.6,-2.9,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.03,0.1,-2.42,-0.39,0.02,0.06,14,665,28,0.33,0.54,carboxylic acid ester
mobley_8614858, CCCCCCC, heptane,2.67,0.6,2.92,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",3.09,0.11,2.71,-0.38,0.01,0.04,13,754,29,0.42,0.25,alkane
mobley_8668219, CC[C@@H](C)C(C)C," 2,3-dimethylpentane",2.52,0.6,2.62,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Renamed mobley_8668219 from 2,3-dimethylpentane to (3R)-2,3-dimethylpentane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",3.08,0.07,2.71,-0.37,0.02,0.19,13,667,28,0.56,0.1,alkane
mobley_8685905, [C@@H](C(F)(F)F)(F)Br," 2-bromo-1,1,1,2-tetrafluoro-ethane",0.5,0.6,0.23,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Renamed mobley_8685905 from 2-bromo-1,1,1,2-tetrafluoro-ethane to (2R)-2-bromo-1,1,1,2-tetrafluoro-ethane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",-0.14,0.07,-0.44,-0.3,0.01,0.94,13,665,28,0.64,0.27,alkyl fluoride
mobley_8691603, Cc1cccc(c1)O, m-cresol,-5.49,0.6,-5.38,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.52,0.01,-4.94,-0.42,0.01,0.55,14,668,28,0.97,0.11,phenol or hydroxyhetarene
mobley_8705848, CC(C)NC(C)C, N-isopropylpropan-2-amine,-3.22,0.6,-1.99,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.23,0.3,-0.13,-0.36,0.01,3.09,13,664,28,3.45,1.23,secondary amine
mobley_8713762, CCCN(CCC)C(=O)SCCC," N,N-dipropyl(propylsulfanyl)formamide",-4.13,1.36,-4.57,0.04, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from vernolate to N,N-dipropyl(propylsulfanyl)formamide for better handling/standardization.  ",-4.95,0.37,-5.79,-0.84,0.01,1.66,19,840,30,0.82,0.44,thiocarbamic acid ester
mobley_8723116, c1cc(ccc1N)Cl, 4-chloroaniline,-5.9,0.6,-5.28,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.33,0.01,-4.75,-0.42,0.02,1.15,14,753,29,1.57,0.62,primary amine
mobley_8739734, CC(C)C(=O)C, 3-methylbutan-2-one,-3.24,0.6,-3.08,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.17,0.1,-4.48,-0.31,0.03,1.24,12,667,28,0.93,0.16,ketone
mobley_8746821, Cc1cccnc1C," 2,3-dimethylpyridine",-4.82,0.6,-3.37,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.93,0.05,-3.35,-0.42,0.01,1.47,14,667,28,1.89,1.45,aromatic
mobley_8754702, CCCOC=O, propyl formate,-2.48,0.6,-3.7,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.57,0.04,-2.83,-0.26,0.03,0.35,12,667,28,0.09,1.22,carboxylic acid ester
mobley_8764620, c1cc(cnc1)C#N, pyridine-3-carbonitrile,-6.75,0.6,-5.58,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-7.6,0.07,-8.01,-0.41,0.01,1.26,14,667,28,0.85,1.17,carbonitrile
mobley_8765203, CC(=C)C=C, isoprene,0.68,0.6,1.82,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.05,0.05,-0.34,-0.29,0.02,1.02,11,669,28,0.73,1.14,alkene
mobley_8772587, CCCCI, 1-iodobutane,-0.25,0.6,-0.22,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.34,0.16,-0.77,-0.43,0.01,0.52,11,666,28,0.09,0.03,alkyl iodide
mobley_8785107, C[C@H]1CC[C@@H](O1)C," 2,5-dimethyltetrahydrofuran",-2.92,0.6,-1.79,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Renamed mobley_8785107 from 2,5-dimethyltetrahydrofuran to (2S,5S)-2,5-dimethyltetrahydrofuran (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",-1.74,0.08,-2.09,-0.35,0,0.83,13,667,28,1.18,1.13,dialkyl ether
mobley_8789465, c1ccc(c(c1)O)I, 2-iodophenol,-6.2,0.6,-3.22,0.04, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.97,0.08,-4.52,-0.55,0.01,1.68,14,752,29,2.23,2.98,phenol or hydroxyhetarene
mobley_8789864, COC(CC#N)(OC)OC," 3,3,3-trimethoxypropanenitrile",-6.4,0.6,-5.86,0.03, 10.1139/v80-201, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.05,0.23,-6.54,-0.49,0.02,0.14,16,665,28,0.35,0.54,carbonitrile
mobley_8798016, c1cnccc1C=O, pyridine-4-carbaldehyde,-7,0.6,-7.34,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-7.36,0.06,-7.69,-0.33,0.02,0.69,14,668,28,0.36,0.34,aldehyde
mobley_8809190, CCCCc1ccccc1, butylbenzene,-0.4,0.6,-0.23,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.73,0.08,0.19,-0.54,0,0.59,16,845,30,1.13,0.17,aromatic
mobley_8809274, c1ccc(cc1)C(F)(F)F, trifluoromethylbenzene,-0.25,0.6,-0.57,0.03, 10.1039/P29940001777, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.1,0.02,-0.5,-0.4,0,0.25,16,664,28,0.15,0.32,halogen derivative
mobley_8823527, c1cc(c(cc1Cl)c2cc(c(c(c2)Cl)Cl)Cl)Cl," 1,2,3-trichloro-5-(2,5-dichlorophenyl)benzene",-3.61,0.13,-0.92,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.57,0.05,-3.49,-0.92,0.03,0.12,23,992,32,1.04,2.69,aryl chloride
mobley_8827942, c1ccc2c(c1)Oc3c(cc(c(c3O2)Cl)Cl)Cl," 1,2,4-trichlorodibenzo-p-dioxin",-4.05,0.1,-3.16,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.92,0.07,-2.77,-0.85,0.01,1.28,23,996,32,2.13,0.89,diaryl ether
mobley_8861672, Cc1ccnc(c1)C," 2,4-dimethylpyridine",-4.86,0.6,-3.28,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.89,0.07,-4.3,-0.41,0.01,0.56,14,668,28,0.97,1.58,aromatic
mobley_8882696, C1CCOC1, tetrahydrofuran,-3.47,0.6,-2.2,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.46,0.05,-2.72,-0.26,0.01,0.75,11,668,28,1.01,1.27,dialkyl ether
mobley_8883511, Cc1ccccc1C=O, 2-methylbenzaldehyde,-3.93,0.1,-4.55,0.03, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.68,0.08,-3.13,-0.45,0,0.8,15,666,28,1.25,0.62,aldehyde
mobley_8885088, C1CC=CC1, cyclopentene,0.56,0.6,1.23,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.46,0.03,1.19,-0.27,0.02,0.63,11,668,28,0.9,0.67,alkene
mobley_8899867, C1CCC(C1)O, cyclopentanol,-5.49,0.6,-4.29,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.06,0.05,-4.37,-0.31,0.03,1.12,12,667,28,1.43,1.2,secondary alcohol
mobley_8966374, Cc1cnccn1, 2-methylpyrazine,-5.51,0.6,-6.16,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.2,0.04,-5.52,-0.32,0.01,0.01,13,667,28,0.31,0.65,aromatic
mobley_8983100, CBr, bromomethane,-0.82,0.6,0.46,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.37,0.05,0.2,-0.17,0.04,1.02,8,672,28,1.19,1.28,alkyl bromide
mobley_900088, CC(=C)C(=C)C," 2,3-dimethylbuta-1,3-diene",0.4,0.6,1.86,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.47,0.08,0.12,-0.35,0.02,0.28,12,669,28,0.07,1.46,alkene
mobley_9007496, CNC(=O)Oc1cccc2c1cccc2, naphthalen-1-yl N-methylcarbamate,-9.45,0.1,-10.44,0.04, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from carbaryl to naphthalen-1-yl N-methylcarbamate for better handling/standardization.  ",-8.71,0.33,-9.46,-0.75,0.01,0.01,21,840,30,0.74,0.99,carbamic acid ester (urethane)
mobley_9015240, CCCCCCCCBr, 1-bromooctane,0.52,0.6,1.35,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.86,0.06,0.3,-0.56,0.01,0.22,15,748,29,0.34,0.83,alkyl bromide
mobley_9028462, COC(=O)C(F)(F)F," methyl 2,2,2-trifluoroacetate",-1.1,0.6,-1.35,0.02, 10.1139/v76-032, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.67,0.03,-1.92,-0.25,0.01,0.82,14,663,28,0.57,0.25,halogen derivative
mobley_902954, CCCCO[N+](=O)[O-], butyl nitrate,-2.09,0.1,-1.94,0.03, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.57,0.09,-0.93,-0.36,0.02,1.16,14,666,28,1.52,0.15,nitrate
mobley_9029594, CF, fluoromethane,-0.22,0.6,0.88,0.01, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.46,0.05,0.41,-0.05,0.01,0.63,8,674,28,0.68,1.1,alkyl fluoride
mobley_9055303, C, methane,2,0.2,2.45,0.01, 10.1039/P29900000291, 10.1021/acs.jced.7b00104, Experimental uncertainty as suggested by 10.1039/P29900000291 -- 0.2 kcal/mol.  ,2.42,0.05,2.39,-0.03,0.01,0.39,7,1014,32,0.42,0.45,alkane
mobley_9073553, CSC, methylsulfanylmethane,-1.61,0.6,0.44,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.24,0.07,-1.5,-0.26,0,0.11,9,671,28,0.37,2.05,thioether
mobley_9100956, CC1CCCCC1, methylcyclohexane,1.7,0.6,1.68,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",2.29,0.05,1.92,-0.37,0.01,0.22,13,667,28,0.59,0.02,alkane
mobley_9112978, CC/C=C\C, pent-2-ene,1.31,0.6,2.37,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104, Renamed mobley_9112978 from pent-2-ene to (Z)-pent-2-ene (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,1.88,0.08,1.6,-0.28,0.01,0.29,11,670,28,0.57,1.06,alkene
mobley_9114381, COC(=O)CC#N, methyl 2-cyanoacetate,-6.72,0.6,-6.36,0.03, 10.1139/v80-201, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-8.17,0.05,-8.5,-0.33,0.01,1.78,13,667,28,1.45,0.36,carboxylic acid ester
mobley_9121449, CCC#C, but-1-yne,-0.16,0.6,0.28,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.02,0.03,-0.2,-0.22,0.03,0.04,10,670,28,0.18,0.44,alkyne
mobley_9139060, CC1CCC(CC1)C," 1,4-dimethylcyclohexane",2.11,0.6,1.92,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",2.6,0.03,2.16,-0.44,0,0.05,14,667,28,0.49,0.19,alkane
mobley_9185328, CCCN, propan-1-amine,-4.39,0.6,-3.05,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.05,0.03,-1.26,-0.21,0.02,3.13,10,669,28,3.34,1.34,primary amine
